essay_id,prompt_id,readability grades-Kincaid,readability grades-ARI,readability grades-Coleman-Liau,readability grades-FleschReadingEase,readability grades-GunningFogIndex,readability grades-LIX,readability grades-SMOGIndex,readability grades-RIX,readability grades-DaleChallIndex,sentence info-characters_per_word,sentence info-syll_per_word,sentence info-words_per_sentence,sentence info-sentences_per_paragraph,sentence info-type_token_ratio,sentence info-characters,sentence info-syllables,sentence info-words,sentence info-wordtypes,sentence info-sentences,sentence info-paragraphs,sentence info-long_words,sentence info-complex_words,sentence info-complex_words_dc,word usage-tobeverb,word usage-auxverb,word usage-conjunction,word usage-pronoun,word usage-preposition,word usage-nominalization,sentence beginnings-pronoun,sentence beginnings-interrogative,sentence beginnings-article,sentence beginnings-subordination,sentence beginnings-conjunction,sentence beginnings-preposition
1112,1,8.446309125656956,8.844691829909223,7.277164976588633,72.54612876254183,12.154897276636408,37.07620640229336,10.606388292556648,3.357142857142857,8.33966043956044,4.160535117056856,1.3311036789297659,21.357142857142858,14.0,0.411371237458194,1244,398,299,123,14,1,47,27,69,7,10,16,41,31,4,4,0,0,0,0,0
1113,1,6.055030637254905,7.0235929144385025,7.08949481461676,82.87607536764708,10.862767379679145,32.32625891265597,10.115124735378853,2.59375,8.136905614973262,4.180035650623886,1.2549019607843137,17.53125,16.0,0.42602495543672014,2345,704,561,239,32,2,83,54,129,22,10,26,69,78,3,4,1,1,2,3,3
1114,1,3.583597722960153,4.67488576850095,6.072361898823534,93.7883833017078,8.966223908918407,28.062618595825427,8.983849230462212,1.967741935483871,7.994641176470588,4.087058823529412,1.171764705882353,13.709677419354838,31.0,0.4376470588235294,1737,498,425,186,31,1,61,37,99,19,7,12,57,37,1,9,0,1,1,2,4
1115,1,6.31410765747221,7.29841704405105,9.940143608069167,71.86662463976947,11.297200494030466,37.753087690407575,10.676494735787385,3.142857142857143,8.938130959242486,4.783861671469741,1.446685878962536,12.392857142857142,28.0,0.5389048991354467,1660,502,347,187,28,1,88,55,103,16,15,9,48,46,1,8,1,1,1,0,3
1116,1,6.037723905723908,7.769898989898991,6.798419794612798,87.04103030303033,11.287003367003368,33.26801346801347,10.071067811865476,2.6666666666666665,8.712283703703704,4.097643097643098,1.1784511784511784,19.8,15.0,0.494949494949495,1217,350,297,147,15,1,40,25,77,14,5,13,36,39,1,4,1,1,0,3,1
1117,1,7.131173252279634,9.593535967578518,7.888746306990882,83.00123809523812,12.663910840932118,36.522998986828775,11.0,3.2,9.61977327254306,4.258358662613982,1.2006079027355623,21.933333333333334,15.0,0.47416413373860183,1401,395,329,156,15,1,48,32,102,18,6,19,53,29,5,4,0,1,1,0,0
1118,1,1.7623336547733857,2.650795564127293,4.793338030054645,101.60062680810032,7.475281260045003,25.24558019929283,8.058481520586751,1.5588235294117647,8.053216297010607,3.969945355191257,1.1147540983606556,10.764705882352942,34.0,0.4262295081967213,1453,408,366,156,34,1,53,29,90,19,10,10,56,41,2,6,0,2,0,0,1
1119,1,7.451848348348349,8.77599099099099,9.737886381381383,71.29200675675678,13.626966966966968,40.97432432432432,12.327379053088816,4.05,9.014412072072073,4.645645645645645,1.4024024024024024,16.65,20.0,0.5405405405405406,1547,467,333,180,20,1,81,58,96,11,7,10,40,39,9,3,1,0,2,0,2
1120,1,3.423558897243108,2.9503470213996508,5.357123097744363,88.73949103528054,7.099826489300174,25.017736649315594,7.803844614152614,1.5128205128205128,7.507730614999036,4.090225563909774,1.2731829573934836,10.23076923076923,39.0,0.48120300751879697,1632,508,399,192,39,1,59,30,85,3,17,11,75,52,7,12,0,0,1,1,3
1121,1,1.468148148148149,2.7822222222222237,5.5199857407407436,100.56666666666668,8.044444444444444,20.11111111111111,8.477225575051662,1.0,7.0069740740740745,4.185185185185185,1.1481481481481481,9.0,3.0,0.8888888888888888,113,31,27,24,3,1,3,3,5,0,1,0,8,3,1,2,0,0,0,0,1
1122,1,7.6567954070981195,8.715964348803595,8.72724088308977,72.9806708687972,11.628103420587763,38.88236711096836,10.671124679351383,3.769230769230769,8.86863534607355,4.444676409185804,1.361169102296451,18.423076923076923,26.0,0.4989561586638831,2129,652,479,239,26,1,98,51,131,14,9,21,62,67,6,8,0,3,0,0,2
1123,1,8.031788856304988,8.577847958493116,4.159381140762463,84.19845251522672,12.369140536882473,36.494698849537556,9.076436202501998,2.6923076923076925,7.576930318069028,3.5865102639296187,1.1348973607038124,26.23076923076923,6.5,0.41348973607038125,1223,387,341,141,13,2,35,16,57,9,8,14,45,60,0,5,4,0,1,0,0
1124,1,7.7558868613138685,11.214635036496354,10.685141381995138,76.05850182481754,12.794209245742094,40.014720194647204,11.396427811873332,4.0,8.920232554744526,4.749391727493918,1.2992700729927007,20.55,20.0,0.4282238442822384,1952,534,411,176,20,1,80,47,111,13,6,18,30,49,12,1,0,2,0,0,1
1125,1,6.518910936778958,7.631702814951545,7.6484072233502545,80.2232625749885,10.41236732810337,33.39132441162898,9.605782590758164,2.772727272727273,8.732785832948778,4.269035532994923,1.281725888324873,17.90909090909091,22.0,0.5177664974619289,1682,505,394,204,22,1,61,32,105,13,9,20,34,57,1,3,0,1,0,2,3
1126,1,7.698960363872644,8.661005847953213,7.070980446913584,77.83058479532167,11.884340480831709,37.36517218973359,10.326950970650465,3.4210526315789473,7.578849577647824,4.125925925925926,1.2691358024691357,21.31578947368421,19.0,0.43703703703703706,1671,514,405,177,19,1,65,34,74,16,8,13,66,49,3,4,0,0,4,0,3
1127,1,6.7829586488060585,7.907309260337797,8.037943372937296,78.17778101339546,11.48584740827024,35.3152785866822,10.631205286037524,3.1176470588235294,8.74163616773442,4.336633663366337,1.306930693069307,17.823529411764707,17.0,0.5346534653465347,1314,396,303,162,17,1,53,33,81,13,4,7,27,47,3,2,0,1,2,0,0
1128,1,3.185698924731181,2.5886848635235715,3.184927860215055,97.7062406947891,8.196195202646816,22.909842845326715,8.151549430847144,1.2307692307692308,7.105166914805625,3.5806451612903225,1.118279569892473,14.307692307692308,26.0,0.45698924731182794,1332,416,372,170,26,1,32,23,65,7,9,19,74,42,1,8,1,1,2,4,2
1129,1,6.100614973262033,7.973540669856458,9.726423253869974,77.47413101604279,10.454770616380523,35.73444976076555,10.103136311133657,3.090909090909091,9.839888460455953,4.684210526315789,1.3529411764705883,14.681818181818182,22.0,0.4984520123839009,1513,437,323,161,22,1,68,37,112,10,7,13,29,36,11,5,0,2,0,1,3
1130,1,8.784200643776824,10.678766094420602,5.087661356223176,83.95896190987125,13.195064377682403,35.562768240343345,8.809475019311126,1.875,7.724061373390558,3.725321888412017,1.1030042918454936,29.125,8.0,0.4892703862660944,868,257,233,114,8,1,15,9,39,4,14,15,33,26,0,3,1,0,1,0,0
1132,1,5.960168067226892,6.793561624649858,7.499462538235296,81.16813725490198,10.123249299719888,34.13165266106442,9.654751256486923,2.9047619047619047,7.9690770308123255,4.273529411764706,1.2911764705882354,16.19047619047619,21.0,0.45588235294117646,1453,439,340,155,21,1,61,31,76,14,11,11,47,41,5,13,0,0,1,0,0
1133,1,5.764075630252101,7.215227545563678,8.19763607606679,81.97283613445379,9.754905598603079,32.550529302630146,9.370889678382262,2.6470588235294117,8.406924620757394,4.398886827458256,1.2857142857142858,15.852941176470589,34.0,0.46382189239332094,2371,693,539,250,34,1,90,46,136,25,21,36,42,66,7,5,1,0,1,1,5
1134,1,6.763552188552193,7.380820707070704,6.402391097222225,81.54575757575759,12.113804713804715,34.91414141414141,10.920055096227092,3.0,8.850371043771045,4.032407407407407,1.2453703703703705,19.636363636363637,11.0,0.5370370370370371,871,269,216,116,11,1,33,23,58,6,8,6,22,27,0,4,0,0,1,0,1
1135,1,7.787566299469606,9.073353733170137,9.940954333333334,69.46159424724604,11.56466748266014,40.53957568339453,10.796760460871587,4.0,8.566658302733579,4.674418604651163,1.42015503875969,16.973684210526315,38.0,0.4449612403100775,3015,916,645,287,38,1,152,77,167,19,15,25,69,100,8,9,0,1,2,0,8
1136,1,5.484184773861262,6.461776919362624,6.556878474006119,86.39750845002416,9.697666183808145,30.66618380814421,9.026258331144145,2.3157894736842106,8.353139047159182,4.09480122324159,1.217125382262997,17.210526315789473,19.0,0.45871559633027525,1339,398,327,150,19,1,44,23,80,14,10,14,37,39,2,3,0,0,1,6,0
1137,1,4.366129546306713,5.103650168728905,6.655359664041999,87.9954035433071,9.85230596175478,30.40504311961005,9.70820393249937,2.2857142857142856,8.704432658417698,4.188976377952756,1.2414698162729658,13.607142857142858,28.0,0.5065616797900262,1596,473,381,193,28,1,64,42,106,18,4,15,38,42,5,9,0,3,1,0,3
1138,1,3.7610909090909104,3.869127272727276,6.226198749090912,87.68963636363637,9.200000000000001,27.727272727272727,9.292853089020909,1.84,8.373627272727273,4.203636363636364,1.2763636363636364,11.0,25.0,0.6036363636363636,1156,351,275,166,25,1,46,33,73,9,4,17,32,34,8,7,0,2,1,1,2
1139,1,10.56506587473002,12.260637149028078,10.529758578833697,60.5489811015119,14.270799136069114,43.668358531317494,12.327379053088816,4.75,10.104912786177106,4.695464362850972,1.451403887688985,23.15,6.666666666666667,0.4816414686825054,2174,672,463,223,20,3,95,58,156,18,16,14,23,54,5,5,0,0,1,2,1
1140,1,6.733181818181819,7.514722515856235,8.680852781976746,74.63909090909092,9.277801268498942,35.11310782241015,8.954371961386478,3.0454545454545454,8.175958985200847,4.4854651162790695,1.375,15.636363636363637,22.0,0.4796511627906977,1543,473,344,165,22,1,67,26,82,8,16,15,43,48,4,7,0,0,0,0,3
1141,1,6.230871369294608,7.773670603255667,7.488878074688802,83.40933290775617,10.900861793807852,30.986594318544526,9.961432213383857,2.3076923076923075,7.635385285668688,4.232365145228216,1.2365145228215768,18.53846153846154,13.0,0.5228215767634855,1020,298,241,126,13,1,30,21,47,10,5,8,36,34,5,5,0,3,0,0,2
1142,1,3.6389528795811543,5.138378977043896,6.1819667565445044,95.14167942005639,8.285300040273862,27.257752718485705,8.151549430847144,1.8461538461538463,7.1760238018525975,4.0811518324607325,1.143979057591623,14.692307692307692,26.0,0.48429319371727747,1559,437,382,185,26,1,48,23,68,14,4,12,53,59,0,14,1,2,0,1,2
1143,1,5.918738450604124,6.275735607675905,7.764009711442785,78.19981343283584,10.817484008528787,33.262615493958776,10.392080704568716,2.7142857142857144,8.433589410092395,4.358208955223881,1.3482587064676617,14.357142857142858,28.0,0.42039800995024873,1752,542,402,169,28,1,76,51,104,13,7,19,39,53,4,5,2,5,2,1,1
1144,1,4.783423453869556,6.288150839247496,6.810881399628254,89.80526810859526,9.86693702827532,30.801171566970822,9.396021490668314,2.3636363636363638,7.8496656190154335,4.154275092936803,1.187732342007435,16.303030303030305,33.0,0.44423791821561337,2235,639,538,239,33,1,78,45,116,21,17,20,72,64,12,9,2,2,2,0,3
1145,1,4.6628571428571455,5.8901978021978,7.704632428571429,85.60868131868135,9.270329670329671,32.89010989010989,9.263447072560702,2.6153846153846154,9.041192307692308,4.371428571428571,1.2714285714285714,13.461538461538462,26.0,0.5428571428571428,1530,445,350,190,26,1,68,34,105,9,3,15,46,32,4,4,0,0,3,1,1
1146,1,4.53793103448276,5.623726790450927,6.330731785714288,90.34055702917775,9.989996210685867,30.147404319818115,9.621642835894566,2.269230769230769,7.4445698749526334,4.086206896551724,1.1896551724137931,15.615384615384615,26.0,0.4802955665024631,1659,483,406,195,26,1,59,38,78,10,13,12,52,60,8,9,2,1,1,0,2
1147,1,6.82577777777778,7.855357407407407,9.513962495000005,72.51196296296298,10.825925925925928,36.56481481481482,10.37864787372622,3.2222222222222223,8.753039814814816,4.645,1.41,14.814814814814815,27.0,0.5,1858,564,400,200,27,1,87,49,111,13,5,20,36,51,9,1,1,1,2,2,4
1148,1,6.755836609336608,8.857972972972973,7.85382852579853,82.87213329238331,11.874643734643735,38.77751842751843,10.54983443527075,3.75,8.059914054054055,4.27027027027027,1.221130221130221,20.35,20.0,0.44717444717444715,1738,497,407,182,20,1,75,38,88,16,11,14,46,55,11,4,0,1,0,1,3
1149,1,6.5963356875778985,7.0393410884918985,8.739747946987954,73.25843373493979,11.21811383464894,37.68383880348982,10.67890078340509,3.3448275862068964,8.912076235978397,4.525301204819277,1.4072289156626505,14.310344827586206,29.0,0.5132530120481927,1878,584,415,213,29,1,97,57,120,25,11,10,34,41,5,7,0,0,1,0,2
1150,1,5.886919779546847,7.0169060012247435,9.608113088028169,74.8491396203307,11.277158603796693,36.99571341090018,10.661308776828736,3.0434782608695654,8.696839497856706,4.72887323943662,1.4119718309859155,12.347826086956522,23.0,0.45422535211267606,1343,401,284,129,23,1,70,45,80,15,11,7,39,25,12,5,1,1,2,0,4
1151,1,5.033441479684658,5.833961188599151,7.256852913402064,84.38230291085509,9.417222559126746,30.759551243177683,9.301260378126045,2.3529411764705883,7.990379927228624,4.274226804123711,1.2762886597938143,14.264705882352942,34.0,0.49072164948453606,2073,619,485,238,34,1,80,45,112,16,9,17,59,61,7,12,1,1,1,1,4
1152,1,6.9060119047619075,8.355904017857142,8.351426085937504,78.11875000000002,10.543452380952381,34.691964285714285,9.654751256486923,3.0,7.545216220238094,4.3828125,1.3020833333333333,18.285714285714285,21.0,0.3723958333333333,1683,500,384,143,21,1,63,31,73,14,8,19,49,45,6,7,0,4,0,0,0
1153,1,4.924745635910227,5.2444056525353275,6.942058847880304,83.56209767248546,9.037439733998339,30.324272651704074,9.082762530298218,2.2666666666666666,7.80400038237739,4.2443890274314215,1.2967581047381547,13.366666666666667,30.0,0.513715710723192,1702,520,401,206,30,1,68,37,89,11,8,19,50,37,6,9,1,1,0,3,4
1154,1,8.374909090909089,8.761709090909093,8.913628080000002,67.40245454545457,12.472727272727274,39.18181818181819,11.420753583206844,3.8181818181818183,8.643718181818182,4.48,1.43,18.181818181818183,11.0,0.605,896,286,200,121,11,1,42,26,52,8,7,14,25,21,2,2,0,0,1,0,2
1155,1,5.491130434782612,5.866347826086958,7.517501489855071,80.27321739130436,10.273623188405798,37.278260869565216,10.014271166700073,3.24,8.943559710144928,4.3304347826086955,1.3304347826086957,13.8,25.0,0.4492753623188406,1494,459,345,155,25,1,81,41,101,13,4,13,43,36,8,4,3,1,1,0,2
1156,1,8.565669493299836,9.68877826633166,9.816206891122281,66.87981077261308,13.559652428810722,39.594273450586265,12.236476600955584,3.90625,8.502737772194305,4.626465661641541,1.4304857621440537,18.65625,32.0,0.4388609715242881,2762,854,597,262,32,1,125,91,149,41,3,29,71,72,4,4,0,3,1,0,10
1157,1,7.034285714285716,7.614800242130748,8.180823809322035,74.65466101694918,11.48861985472155,35.077481840193705,10.745966692414834,3.0714285714285716,9.156088861985472,4.377118644067797,1.3601694915254237,16.857142857142858,7.0,0.5466101694915254,1033,321,236,129,14,2,43,28,70,11,6,7,21,29,4,0,0,0,1,1,2
1158,1,5.940063241106721,7.9160168642951305,8.2600037026087,83.50974176548091,10.79578392621871,35.511198945981555,10.071067811865476,3.1515151515151514,8.290342424242425,4.380869565217392,1.248695652173913,17.424242424242426,33.0,0.39652173913043476,2519,718,575,228,33,1,104,55,138,40,15,16,71,60,6,6,2,1,4,2,5
1159,1,6.279856115107915,8.068912869704235,9.468970983213431,77.54737809752199,11.357633892885692,37.74660271782574,10.745966692414834,3.4444444444444446,8.757100799360511,4.623501199040767,1.3429256594724222,15.444444444444445,27.0,0.5371702637889688,1928,560,417,224,27,1,93,54,115,19,3,10,27,61,7,6,2,2,0,0,3
1160,1,5.571364334085782,6.089255079006772,5.82325131602709,86.67989977426637,9.97739051918736,31.71548532731377,9.196773353931867,2.48,7.11737588261851,3.961625282167043,1.2076749435665914,17.72,25.0,0.3972911963882618,1755,535,443,176,25,1,62,32,73,16,13,15,60,71,0,4,1,2,3,1,3
1161,1,5.231393746687868,7.288982511923692,6.314081519519519,92.4448330683625,9.877336159689103,32.80144850733086,8.477225575051662,2.588235294117647,8.164382776894541,4.018018018018018,1.117117117117117,19.58823529411765,17.0,0.47147147147147145,1338,372,333,157,17,1,44,17,75,9,11,7,28,51,9,0,0,3,1,0,3
1162,1,5.449602010892335,6.288725038402454,6.8448725073313845,84.91345063538613,11.30462225946097,32.95363776008937,10.653197277702214,2.7142857142857144,8.424138262812455,4.161290322580645,1.2463343108504399,16.238095238095237,21.0,0.5102639296187683,1419,425,341,174,21,1,57,41,86,12,12,18,41,45,7,5,0,0,1,3,1
1163,1,5.559127995920452,7.202652728199897,8.93691421886793,80.71958439571648,10.710861805201429,35.45639979602244,10.315293125604299,3.027027027027027,9.888382712901581,4.558490566037736,1.318867924528302,14.324324324324325,37.0,0.439622641509434,2416,699,530,233,37,1,112,66,186,21,12,20,37,62,8,5,1,1,1,0,5
1164,1,8.440906334231808,9.760298742138364,11.573508474393531,62.07848438903865,12.76015274034142,42.14296945193172,11.73212459828649,4.125,9.42538966756514,4.981132075471698,1.5256064690026954,15.458333333333334,24.0,0.5175202156334232,1848,566,371,192,24,1,99,61,118,23,2,4,27,47,7,5,1,0,0,0,0
1165,1,5.594047619047618,7.265178571428571,5.504702303571431,92.35928571428572,10.780952380952382,34.98809523809524,9.123724356957945,2.9375,7.9676833333333335,3.863095238095238,1.1011904761904763,21.0,16.0,0.47023809523809523,1298,370,336,158,16,1,47,20,70,11,9,16,45,40,1,3,0,1,1,1,0
1166,1,4.385236714975846,5.356666666666669,6.881227758454109,88.20191304347827,8.998260869565218,30.22512077294686,9.0,2.2666666666666666,7.715448599033817,4.222222222222222,1.2367149758454106,13.8,30.0,0.47101449275362317,1748,512,414,195,30,1,68,36,89,20,2,10,46,61,4,8,4,1,1,0,6
1167,1,5.006843317972351,5.60303859447005,6.878735294642862,84.90589861751154,9.084216589861752,28.514112903225808,8.983849230462212,2.032258064516129,8.018835714285714,4.205357142857143,1.2678571428571428,14.451612903225806,31.0,0.453125,1884,568,448,203,31,1,63,37,104,15,18,16,52,56,5,15,1,1,1,2,2
1168,1,6.603372497824196,9.081891499854947,7.617650767624021,85.61769002030752,11.226515810850016,33.28822164200754,9.582805886043833,2.5555555555555554,8.402321642007543,4.219321148825065,1.1775456919060052,21.27777777777778,6.0,0.3838120104438642,1616,451,383,147,18,3,46,26,90,18,8,10,47,48,1,5,0,5,2,2,0
1169,1,7.059624413145542,8.941321776814732,10.081148643192492,73.63137594799568,11.718165402672446,41.50198627663416,10.966275068156914,4.115384615384615,9.527181617912603,4.708920187793427,1.3779342723004695,16.384615384615383,13.0,0.49765258215962443,2006,587,426,212,26,2,107,55,137,14,12,13,43,47,8,2,0,1,2,0,2
1170,1,9.443704523884847,12.049118949699462,10.605235010703367,67.52298165137617,14.035980175050089,46.71074554465886,12.21018926010191,5.448275862068965,10.283979890330064,4.7140672782874615,1.3761467889908257,22.551724137931036,14.5,0.4847094801223242,3083,900,654,317,29,2,158,82,229,35,7,26,36,100,22,5,0,2,1,0,3
1171,1,3.6329761553290147,3.9866066931800432,6.208613463625152,89.36073218596414,8.317472777478683,27.575432868480924,8.666804748386697,1.8450704225352113,7.90231791910526,4.183723797780518,1.25154130702836,11.422535211267606,71.0,0.42909987669543775,3393,1015,811,348,71,1,131,76,190,46,19,35,115,79,11,18,3,1,3,3,8
1172,1,4.899914728682173,4.809302325581395,6.610098651162794,82.90894186046512,10.276279069767444,29.56666666666667,10.035623639735144,2.15,7.214014418604652,4.2015503875969,1.310077519379845,12.9,20.0,0.4844961240310077,1084,338,258,125,20,1,43,33,48,5,9,12,38,38,0,6,1,0,1,0,1
1173,1,5.613529411764706,6.261902714932127,8.344087755882356,78.10780542986427,9.819004524886878,32.48868778280543,9.70820393249937,2.5384615384615383,9.207880090497738,4.491176470588235,1.3647058823529412,13.076923076923077,26.0,0.4970588235294118,1527,464,340,169,26,1,66,39,106,16,7,13,32,30,9,7,0,5,0,0,0
1174,1,6.21409937888199,7.02829192546584,8.873835680124227,75.44611801242237,10.072049689440995,33.565217391304344,9.85248288864193,2.739130434782609,9.430775776397516,4.555900621118012,1.3850931677018634,14.0,23.0,0.562111801242236,1467,446,322,181,23,1,63,36,104,16,10,10,21,36,3,2,0,1,2,0,0
1175,1,4.931125530066932,6.659896285699688,8.272315455576564,85.17390486895214,9.877709089051244,33.38992489654115,9.677918432759911,2.72972972972973,8.912507949726663,4.446124763705104,1.2665406427221173,14.297297297297296,37.0,0.44045368620037806,2352,670,529,233,37,1,101,55,153,24,5,22,44,63,8,9,0,2,1,2,7
1176,1,4.611972121412077,6.719394589244473,7.774338002309474,89.54059757505776,10.342758165621909,32.78530188056747,9.943650748294136,2.6785714285714284,8.268978917848894,4.33487297921478,1.2009237875288683,15.464285714285714,28.0,0.325635103926097,1877,520,433,141,28,1,75,45,106,18,3,24,65,40,9,9,0,1,0,0,0
1177,1,6.277040998217469,6.890521390374332,6.3826126421568645,83.09077540106952,10.555436720142604,31.29055258467023,9.605782590758164,2.3636363636363638,7.5750310160427805,4.044117647058823,1.2401960784313726,18.545454545454547,11.0,0.5049019607843137,825,253,204,103,11,1,26,16,39,9,7,6,32,23,3,3,0,0,0,0,1
1178,1,8.917600655111233,11.539904462945266,8.366016294663574,76.28413129520952,13.482243755971064,41.36222191892998,10.970533969860858,4.0588235294117645,8.704121891633683,4.3085846867749416,1.2389791183294663,25.352941176470587,17.0,0.44779582366589327,1857,534,431,193,17,1,69,36,104,21,5,23,38,51,0,3,0,0,1,1,3
1179,1,5.294863276565124,6.2224754137682865,6.249358459102904,87.78467438234591,10.162676900935477,31.211441592708084,9.50174801670499,2.409090909090909,7.448993835452146,4.04221635883905,1.200527704485488,17.227272727272727,22.0,0.3403693931398417,1532,455,379,129,22,1,53,31,71,14,11,20,58,53,1,8,0,0,3,1,0
1180,1,4.17721695129665,4.8564539848197334,6.551401825980395,88.55570208728653,9.18608475648324,28.11227071473751,9.22171016838255,1.967741935483871,7.811089215686275,4.1838235294117645,1.2401960784313726,13.161290322580646,31.0,0.49754901960784315,1707,506,408,203,31,1,61,40,91,19,10,15,50,55,2,4,0,0,1,2,7
1181,1,6.341106432748539,6.852894736842103,8.805178476608187,73.96558947368423,10.969076023391814,32.97824561403509,10.509993342207434,2.64,8.470291157894737,4.552631578947368,1.4064327485380117,13.68,25.0,0.5,1557,481,342,171,25,1,66,47,90,9,13,12,40,39,7,8,0,2,0,1,2
1182,1,8.936203007518802,10.281716791979953,8.616410492481204,70.47568295739349,13.528320802005013,42.46741854636592,11.803408430829505,4.5,8.416342606516292,4.379699248120301,1.3458646616541354,22.166666666666668,6.0,0.5639097744360902,1165,358,266,150,12,2,54,31,62,8,7,14,26,33,7,2,0,0,1,0,1
1183,1,6.6817673992674,8.232912087912087,5.728846915750918,87.67781593406595,11.444322344322345,31.541208791208792,9.32455532033676,2.0,7.251969597069597,3.8827838827838828,1.1355311355311355,22.75,6.0,0.3772893772893773,1060,310,273,103,12,2,24,16,43,10,13,12,38,25,0,0,0,2,2,2,1
1184,1,6.05556338028169,6.373007583965329,8.218280932394368,75.96620530877576,10.644637053087758,35.062296858071505,10.28539107233943,2.923076923076923,8.450265980498376,4.453521126760563,1.3830985915492957,13.653846153846153,26.0,0.5014084507042254,1581,491,355,178,26,1,76,46,93,12,9,6,46,54,18,6,2,0,0,1,7
1185,1,4.577787012987013,5.909707792207794,8.23787013961039,84.18539480519482,8.434493506493508,31.475844155844158,8.692099788303082,2.36,8.3488707012987,4.496753246753247,1.301948051948052,12.32,25.0,0.6006493506493507,1385,401,308,185,25,1,59,27,80,12,5,7,33,35,10,4,0,0,1,0,5
1186,1,5.368178243774576,6.221975753604195,7.099659644495411,84.30981651376148,10.448754914809962,32.773263433813895,10.020378500174637,2.6785714285714284,8.247696068152031,4.217889908256881,1.261467889908257,15.571428571428571,14.0,0.45871559633027525,1839,550,436,200,28,2,75,46,106,12,8,14,69,56,8,10,1,0,1,0,2
1187,1,6.487676056338032,7.912049837486457,10.139584357746482,72.86817713976166,11.433369447453956,36.47074756229686,10.820092464533023,3.1153846153846154,8.450265980498376,4.780281690140845,1.419718309859155,13.653846153846153,26.0,0.5014084507042254,1697,504,355,178,26,1,81,53,93,14,10,15,32,43,5,5,0,1,2,2,4
1188,1,5.917278177458034,6.7394465965689,7.509471549160676,81.2048824017709,9.580852241283898,31.865799667957944,9.170650134055817,2.5384615384615383,7.915652776240545,4.278177458033573,1.2925659472422062,16.03846153846154,26.0,0.5251798561151079,1784,539,417,219,26,1,66,33,92,18,13,16,62,61,4,10,0,0,2,0,5
1189,1,6.138432432432435,8.883795045045044,8.22554510472973,86.20026126126126,9.920360360360363,37.976576576576576,8.477225575051662,3.6,8.029327387387386,4.341216216216216,1.1891891891891893,19.733333333333334,15.0,0.5540540540540541,1285,352,296,164,15,1,54,15,64,12,3,19,35,33,0,5,2,0,1,0,0
1190,1,4.183943822927947,4.485593648502348,5.517115885480575,90.68231053771203,8.615926861542164,27.47028750150367,8.557189302262113,1.8823529411764706,6.997676566823048,3.9754601226993866,1.2004089979550103,14.382352941176471,34.0,0.4212678936605317,1944,587,489,206,34,1,64,35,82,29,20,17,63,47,3,7,3,0,4,1,4
1191,1,4.997124778537081,7.116782249219607,7.867760676537586,88.1951775921708,9.237188897325572,30.382266092972245,8.773502691896258,2.2962962962962963,7.572184771787732,4.334851936218679,1.2072892938496582,16.25925925925926,27.0,0.39635535307517084,1903,530,439,174,27,1,62,30,87,17,6,22,55,51,8,7,0,2,1,0,2
1192,1,5.729873949579829,6.983641456582632,5.79857992717087,89.30752801120451,10.622408963585436,32.15826330532213,9.32455532033676,2.4444444444444446,7.450933613445378,3.9271708683473388,1.1512605042016806,19.833333333333332,18.0,0.41456582633053224,1402,411,357,148,18,1,44,24,64,10,13,17,49,51,6,2,1,1,1,1,0
1193,1,6.903799342105263,6.271861636513158,8.175492462890624,69.56389802631581,11.014473684210527,34.762746710526315,10.539370349250518,2.8684210526315788,8.653212705592106,4.451171875,1.4609375,13.473684210526315,38.0,0.4375,2279,748,512,224,38,1,109,72,141,24,7,35,40,68,6,10,0,3,1,0,1
1194,1,5.053358994098023,7.429996578564708,8.372262872979213,87.39620648361989,10.29472243606193,33.81994696775297,9.831300510639732,2.8518518518518516,10.193646043965444,4.424942263279446,1.2193995381062355,16.037037037037038,27.0,0.5127020785219399,1916,528,433,222,27,1,77,42,158,12,9,23,43,54,16,4,0,2,2,1,1
1195,1,5.093227513227514,5.9984550264550265,8.66054886666667,79.15666666666667,9.76437389770723,33.29982363315697,9.67618368317024,2.5142857142857142,8.733010758377425,4.595061728395062,1.3703703703703705,11.571428571428571,35.0,0.4839506172839506,1861,555,405,196,35,1,88,52,116,19,9,13,40,49,13,5,7,3,2,0,0
1196,1,3.5026666666666664,3.383330769230767,5.409162610000003,90.50146153846157,6.2153846153846155,23.53846153846154,6.721042037676254,1.3846153846153846,6.99837435897436,4.043333333333333,1.2366666666666666,11.538461538461538,26.0,0.5166666666666667,1213,371,300,155,26,1,36,12,53,11,8,13,39,38,0,7,1,1,2,2,0
1197,1,6.596936653771763,7.716210509348805,5.765085259187625,86.1338446969697,11.015119277885237,35.27474210186976,9.224949798994366,2.9583333333333335,7.0566687943262405,3.9013539651837523,1.1682785299806577,21.541666666666668,24.0,0.3346228239845261,2017,604,517,173,24,1,71,31,77,25,17,28,71,84,1,4,1,0,4,5,5
1198,1,9.425595238095237,11.90314285714286,8.299422242857144,74.23982142857145,13.54761904761905,42.91666666666667,10.745966692414834,4.375,8.923595238095238,4.29047619047619,1.2523809523809524,26.25,8.0,0.680952380952381,901,263,210,143,8,1,35,16,53,10,8,10,23,28,0,2,1,1,0,0,0
1199,1,4.671111111111113,4.533437539234146,7.083508284745765,81.03332077840554,8.302573760200879,29.569993722536097,8.676462121975467,2.037037037037037,8.567510671688638,4.352542372881356,1.3559322033898304,10.925925925925926,27.0,0.5830508474576271,1284,400,295,172,27,1,55,29,82,22,9,5,19,42,2,10,0,2,1,1,3
